npaid	compound_name	formula	origin_type	origin_genus	origin_species	original_reference_doi
NPA000238	SMTP-7	C51H68N2O10	Fungus	Stachybotrys	microspora IFO 30018	10.7164/antibiotics.53.241
NPA000239	(-)-applanatumol K	C16H18O7	Fungus	Ganoderma	applanatum	10.1016/j.tet.2016.06.019
NPA000240	Not named	C6H10O2	Fungus	Clitocybe	catinus	10.1016/s0031-9422(99)00499-9
NPA000241	Guanacastepene K	C22H28O6	Fungus	Unknown-fungus	sp. cR115	10.1021/ja016176y
NPA000242	2-methyl-phenol	C7H8O	Fungus	Aspergillus	candidus	10.1016/s0045-6535(99)00015-6
NPA000243	(±)-hemi-oxanthromicin B	C19H18O6	Bacterium	Streptomyces	sp.	10.1039/c4ob00745j
NPA000244	6-(3'-methylbuten-2'-yl) isatin	C13H13NO2	Bacterium	Streptomyces	albus IMET 3453	10.7164/antibiotics.39.162
NPA000245	Fudecalone	C15H22O3	Fungus	Penicillium	sp. FO-2030	10.7164/antibiotics.48.53
NPA000246	Phomodione	C20H22O8	Fungus	Phoma	sp.	10.1016/j.phytochem.2007.10.031
NPA000247	methyl 3,5-dichloro-4-methoxybenzoate	C9H8Cl2O3	Fungus	Bjerkandera	sp. BOS55	10.1016/0031-9422(96)00191-4
NPA000248	Melanoxadin	C8H11NO3	Fungus	Trichoderma	sp. ATF-606	10.7164/antibiotics.48.1052
NPA000249	(2S)-5-acetamidopentyl 2-hydroxypropanoate	C10H19NO4	Fungus	Nigrospora	sphaerica	10.1080/10286020.2015.1009899
NPA000250	Ripostatin B	C30H40O6	Bacterium	Sorangium	cellulosum strain So ce377	10.7164/antibiotics.48.787
NPA000251	7RS,11RS,2H-3,4,4a,5a,7,8-hexahydro-pyrano[2,3-b]cyclopenta[d]pyran-9(6H)-one	C11H14O3	Bacterium	Actinoalloteichus	nanshanensis sp. nov. NEAU 119	10.1080/14786419.2013.771349
NPA000252	Arthropsatriol B	C12H18O4	Fungus	Arthropsis	truncata	10.1139/v92-172
NPA000253	Chaxamycin B	C35H45NO9	Bacterium	Streptomyces	sp. strain C34	10.1021/np200320u
NPA000254	2,4-Dimethylindole	C10H11N	Fungus	Tricholoma	sciodes	10.1016/s0040-4020(01)87033-2
NPA000255	Epothilone C7	C26H39NO6S	Bacterium	Sorangium	cellulosum	10.1021/np000629f
NPA000256	Inotilone	C12H10O4	Fungus	Inonotus	sp.	10.1039/b604505g
NPA000257	Pleosporone	C15H14O6	Fungus	Unknown-fungus	endophyte MF7028	10.1016/j.bmc.2008.04.018
NPA000258	Ravenelone	C27H22O5	Fungus	Pulveroboletus	ravenelii No. KSU01092621	10.1248/cpb.51.330
NPA000259	Taxlllaid A	C41H73N7O9	Bacterium	Xenorhabdus	indica	10.1002/chem.201403979
NPA000260	Coprismycin B	C14H14N2O2S	Bacterium	Streptomyces	sp.	10.1016/j.bmcl.2011.08.023
NPA000261	Iso-cladospolide B	C12H20O4	Fungus	Unknown-fungus	isolate I96S215	10.1021/np990361w
NPA000262	Paecilomycine A	C19H26O6	Fungus	Paecilomyces	sp. ACCC 37762	10.1002/hlca.201400272
NPA000263	SNF-4794-7	C33H58O5	Fungus	Chaetomella	sp SNF-4794	10.7164/antibiotics.56.169
NPA000264	21978C2(D-Asn11)	C75H106N18O26	Bacterium	Streptomyces	roseosporus	10.1021/np0605135
NPA000265	Incrustoporin	C13H14O2	Fungus	Incrustoporia	carneola strain 9170	10.3891/acta.chem.scand.49-0233
NPA000266	Microcystin-FR	C52H72N10O12	Bacterium	Microcystis	aeruginosa	10.1021/jo00029a016
NPA000267	Izuminoside A	C19H18N2O7	Bacterium	Streptomyces	sp. IFM 11260	10.1038/ja.2010.172
NPA000268	4-methyl-7,11-heptadecadienoic acid	C18H32O2	Fungus	Sporothrix	flocculosa	10.1021/np50108a003
NPA000269	Saponaceolide H	C30H46O7	Fungus	Tricholoma	terreum	10.1002/chem.201400226
NPA000270	Monocillinol B	C11H13NO5	Fungus	Monocillium	sp.	10.1016/s0040-4039(00)01252-1
NPA000271	Muraymycin B3	C47H79N11O18	Bacterium	Streptomyces	sp.	10.1021/ja017748h
NPA000272	Chlorohyellazole	C20H16ClNO	Bacterium	Hyella	born. et flah.	10.1016/s0040-4039(01)86748-4
NPA000273	(3S)-(3',5'-dihydroxyphenyl)butan-2-one	C10H12O3	Fungus	Coniothyrium	sp.	10.1021/np980341e
NPA000274	Magnicol E	C25H40O4	Fungus	Fusarium	heterosporum	10.1021/jo000081h
NPA000275	Penicitrinol L	C20H26O6	Fungus	Penicillium	citrinum	10.3987/com-15-13178
NPA000276	Asperpyrone B	C32H26O10	Fungus	Aspergillus	niger JV-33-48	10.1021/np020174p
NPA000277	Asterriquinone CT2	C32H28N2O4	Fungus	Botryotrichum	sp.	10.7164/antibiotics.49.854
NPA000278	Isocadinanol A	C15H26O3	Fungus	Xylaria	sp. NC1214	10.1016/j.phytochem.2015.08.010
NPA000279	(7R*,8S*)-4,7,8-trihydroxy-3,6,7,8-tetrahydronaphtho[2,3-c]furan-5(1H)-one	C12H12O5	Fungus	Nodulisporium	sp.	10.1016/j.phytol.2015.08.001
NPA000280	2α,11-dihydroxy-6-oxodrim-7-ene	C15H24O3	Fungus	Aspergillus	ustus	10.1021/np900220r
NPA000281	Inonotin G	C15H24O4	Fungus	Inonotus	sp. BCC 23706	10.1016/j.phytochem.2015.08.011
NPA000282	Cochleamycin A	C21H26O6	Bacterium	Streptomyces	sp. DT136	10.7164/antibiotics.49.241
NPA000283	Tsugarioside C	C37H60O7	Fungus	Ganoderma	tsugae	10.1021/np990367l
NPA000284	N-methyl-streptothricin D	C32H60N12O10	Bacterium	Streptomyces	spp. SNUS 8810-111	10.1007/bf02976852
NPA000285	Brassicicene E	C23H34O7	Fungus	Alternaria	brassicicola	10.1016/s0031-9422(98)00732-8
NPA000286	7,9-dihydroxy-3-(1H-indol-3-ylmethyl)-8-methoxy-2,3,11,11a-tetrahydro-6H-pyrazino[1,2-b]isoquinoline-1,4-dione	C22H21N3O5	Fungus	Aspergillus	oryzae sp. MMAO1	10.1080/14786419.2013.841687
NPA000287	Milbemycin β9	C32H48O8	Bacterium	Streptomyces	hygroscopicus subsp. aureolacrimosus SANK 60797	10.7164/antibiotics.53.694
NPA000288	Exochelin MS	C23H44N8O11	Bacterium	Mycobacterium	smegmatis	10.5281/zenodo.3541184
NPA000289	Radarin D	C28H41NO	Fungus	Aspergillus	sulphureus	10.1021/jo00027a026
NPA000290	Brocaenol A	C16H14O8	Fungus	Penicillium	brocae	10.1021/jo020597w
NPA000291	1,4-dimethoxy-2,3,5,6-tetrachlorobenzene	C8H6Cl4O2	Fungus	Fomes	fastuosus	10.1016/s0040-4039(00)72398-7
NPA000292	3-Keto-drimenol	C15H24O2	Fungus	Clitocybe	conglobata	10.1248/cpb.57.433
NPA000293	Carbonarone B	C13H11NO3	Fungus	Aspergillus	carbonarius	10.1038/ja.2007.15
NPA000294	D-Phe-L-Val-D-Val-L-Tyr	C28H38N4O6	Fungus	Penicillium	canescens	10.1002/cbdv.200800336
NPA000295	Mycestericin F	C21H41NO5	Fungus	Unknown-fungus	sterilia ATCC 20349	10.7164/antibiotics.49.846
NPA000296	Brasilamide M	C15H19NO5	Fungus	Paraconiothyrium	brasiliense	10.3390/molecules200814611
NPA000297	Fomitoside I	C36H58O8	Fungus	Fomitopsis	pinicola	10.1021/np040130b
NPA000298	Jadomycin Ala	C27H25NO9	Bacterium	Streptomyces	venezuelae ISP 5230	10.1021/ja031724o
NPA000299	6-hydroxymetatacarboline B	C25H27N5O8	Fungus	Mycena	metata	10.1021/np300455a
NPA000300	CJ-15,801	C9H15NO5	Fungus	Seimatosporium	sp. CL28611	10.7164/antibiotics.54.1060
NPA000301	Penochalasin D	C32H37N3O3	Fungus	Penicillium	sp.	10.1016/s0040-4020(01)00153-3
NPA000302	Sch53514	C20H14O7	Fungus	Nattrassia	mangiferae	10.1016/s0040-4039(00)76213-7
NPA000303	3-O-β-d-glucopyranosyl-22E,24R-5α,8α-epidioxyergosta-6,22-diene,	C34H54O8	Fungus	Lactarius	volemus	10.1016/s0031-9422(00)00490-8
NPA000304	4β-acetoxy-9β-10β-15α-trihydroxyprobotrydial	C17H28O5	Fungus	Botrytis	cinerea	10.1016/0031-9422(94)00690-u
NPA000305	Quartromicin D2	C65H84O20	Bacterium	Amycolatopsis	orientalis Q427-8 ATCC 53884	10.7164/antibiotics.45.180
NPA000306	Bjerkanderol A	C10H14O3	Fungus	Bjerkandera	adusta	10.1016/s0045-6535(00)00537-3
NPA000307	Strobilurin I	C21H26O6	Fungus	Agaricus	sp.	10.1016/s0040-4020(99)00563-3
NPA000308	Fusicoccin Q	C26H42O9	Fungus	Phomopsis	amygdali strain Niigata 2-A	10.1271/bbb.66.2356
NPA000309	(3S,5E,7S,8S)-13-Bromo-3,4,7,8,9,10-hexahydro-7,8,9,16-tetrahydroxy-14-methoxy-3-methyl-1H-2-benzooxacyclotetradecin-1-one	C19H23BrO7	Fungus	Cochliobolus	lunatus (TA26-46)	10.1016/j.tetlet.2014.06.096
NPA000310	Chaetocochin J	C31H30N6O6S4	Fungus	Chaetomium	globosum	10.1021/np5007235
NPA000311	N-<9,10-dihydro-7-iso-jasmonoyl>-(S)-isoleucine	C18H31NO4	Fungus	Fusarium	oxysporum	10.1016/s0031-9422(98)00596-2
NPA000312	Thiomuracin D	C59H52N14O10S6	Bacterium	Nonomuraea	sp.	10.1021/ja900488a
NPA000313	Syringopeptin SP508 A	C104H170N24O27	Bacterium	Pseudomonas	syringae	10.1128/aac.49.12.5037-5045.2005
NPA000314	Cephaibol P	C89H137N19O25	Fungus	Acremonium	tubakii	10.7164/antibiotics.54.220
NPA000315	Agrocybyne C	C8H7NO	Fungus	Agrocybe	praecox	10.1016/j.tet.2011.11.049
NPA000316	Asterobactin A	C34H55N7O13	Bacterium	Nocardia	asteroides	10.7164/antibiotics.55.593
NPA000317	Lucensimycin F	C46H62N2O21S	Bacterium	Streptomyces	lucensis MA7349	10.1021/np8005106
NPA000318	Saccharosacrin B	C68H103NO20	Bacterium	Saccharothrix	aerocolonigenes subsp. antibiotica	10.7164/antibiotics.50.119
NPA000319	Halovir C	C45H83N7O8	Fungus	Scytalidium	sp.	10.1016/s0968-0896(03)00395-x
NPA000320	Dl-fucosamin	C6H13NO4	Bacterium	Pseudomonas	aeruginosa N10	10.1016/0304-4165(69)90154-8
NPA000321	Penicillar C	C11H18O2	Fungus	Penicillium	sp. SCS-KFD08	10.1016/j.phytol.2016.07.014
NPA000322	5-hydroxymethylfurfural	C6H6O3	Fungus	Verruculina	enalia No. 2606	10.1016/s0031-9422(01)00470-8
NPA000323	Lecanorafuran B	C28H22O6	Fungus	Unknown-fungus	sp.	10.1016/j.phytochem.2004.12.031
NPA000324	15G256κ	C14H18O7	Fungus	Hypoxylon	oceanicum LL-15G256	10.1016/s0040-4020(02)00746-9
NPA000325	Coniofurol A	C16H16O8	Fungus	Coniochaeta	sp.	10.1021/np100071z
NPA000326	Naphthomycin A	C40H46ClNO9	Bacterium	Streptomyces	sp. X-12384	10.7164/antibiotics.28.85
NPA000327	Alternariol-9-methyl ether	C15H12O5	Fungus	Alternaria	tenuis	10.1042/bj0550421
NPA000328	Coniothyrinone B	C15H18O4	Fungus	Coniothyrium	sp.	10.1002/chir.22128
NPA000329	Gulypyrone A	C11H16O4	Fungus	Diaporthe	gulyae	10.1021/np500570h
NPA000330	Elmenol B	C21H20O4	Bacterium	Streptomyces	sp. IFM 11490	10.1016/j.tetlet.2015.09.116
NPA000331	Microcin C51	C42H68N17O19PS	Bacterium	Escherichia	coli	10.1016/0014-5793(94)01345-2
NPA000332	3beta-Acetoxyfern-9(11)-en-19beta-ol	C32H52O3	Fungus	Penicillium	berteriana	10.1021/np900442y
NPA000333	Methylmenaquinone MMK-8(VIII-H2)	C52H76O2	Bacterium	Natronobacterium	gregoryi	10.1016/0378-1097(87)90417-4
NPA000334	Thioactin	C43H40N14O11S4	Bacterium	Streptomyces	sp. DP94	10.7164/antibiotics.47.1541
NPA000335	Iso-C17 bacillomycin D	C51H80N10O15	Bacterium	Bacillus	amyloliquefaciens SD-32	10.1021/jf404531t
NPA000336	Mycoleptone A	C23H24O8	Fungus	Mycoleptodiscus	indicus	10.1021/np4006822
NPA000337	Resorstatin	C17H28O2	Bacterium	Pseudomonas	sp. Ki19	10.7164/antibiotics.46.1024
NPA000338	Squalestatin T1	C35H44O14	Fungus	Phoma	sp. C2932	10.7164/antibiotics.47.740
NPA000339	Pyrenochaetic acid G	C13H16O5	Fungus	Alternaria	sp.	10.1021/np5005449
NPA000340	Asporyzin A	C28H37NO3	Fungus	Aspergillus	oryzae	10.1016/j.bmcl.2010.08.024
NPA000341	Oxopropaline G	C15H14N2O2	Bacterium	Streptomyces	sp. G324	10.7164/antibiotics.46.1678
NPA000342	Aurantiomide C	C18H20N4O3	Fungus	Penicillium	aurantiogriseum SP0-19	10.1021/np060516h
NPA000343	3-epi-radicinin	C12H12O5	Fungus	Bipolaris	coicis H-13-3	10.1016/s0031-9422(96)00804-7
NPA000344	Cyclipostin F	C23H39O7P	Bacterium	Streptomyces	sp. DSM 13381	10.7164/antibiotics.55.480
NPA000345	Phomacin A	C25H37NO5	Fungus	Phoma	sp.	10.1021/jo962321s
NPA000346	Chetracin D	C34H40N6O8S4	Fungus	Oidiodendron	truncatum GW3-13	10.1021/np3000443
NPA000347	Unguisin C	C40H54N8O8	Fungus	Emericella	unguis	10.1016/s0031-9422(02)00150-4
NPA000348	Pheofungin B	C17H13NO5S	Fungus	Aspergillus	nidulans	10.1002/anie.201104488
NPA000349	Heliquinomycin	C33H30O17	Bacterium	Streptomyces	sp. MJ929-SF2	10.7164/antibiotics.49.752
NPA000350	Gymnastatin B	C24H35Cl2NO5	Fungus	Gymnascella	dankaliensis	10.1016/s0040-4039(97)01236-7
NPA000351	Aeruginosin GE730	C29H44Br2N6O6	Bacterium	Microcystis	aeruginosa	10.1021/np3005612
NPA000352	Phomoenamide	C14H24N2O4	Fungus	Phomopsis	sp. PSU-D15	10.1016/j.phytochem.2007.09.006
NPA000353	Mangromicin A	C22H34O7	Bacterium	Lechevalieria	aerocolonigenes K10-0216	10.1038/ja.2013.129
NPA000354	Coeligiosin A	C40H60N4O	Bacterium	Streptomyces	coelicolor M145	10.1002/chem.201405733
NPA000355	Kasumigamide	C40H50N8O9	Bacterium	Microcystis	aeruginosa NIES-87	10.1021/jo991918f
NPA000356	Koninginin G	C16H30O5	Fungus	Trichoderma	aureoviride	10.1021/np9801817
NPA000357	1,3-Dimethoxybenzene	C8H10O2	Fungus	Rhodophyllus	icterinus	10.1002/jlac.197319730318
NPA000358	Quercinic acid C	C31H50O5	Fungus	Daedalea	quercina	10.1016/s0031-9422(00)00130-8
NPA000359	Mixirin B	C45H68N12O14	Bacterium	Bacillus	sp.	10.1248/cpb.52.1029
NPA000360	TMC-95 C	C33H38N6O10	Fungus	Apiospora	montagnei Sacc. TC 1093	10.7164/antibiotics.53.105
NPA000361	Citreodiol	C11H18O4	Fungus	Penicillium	citreo-viride B. (IFO 6050)	10.1016/s0040-4039(01)81515-x
NPA000362	5-butyl-4-methoxy-6-methyl-2H-pyran-2-one	C11H16O3	Fungus	Alternaria	phragmospora	10.1016/j.tetlet.2014.04.085
NPA000363	Cladosporol C	C20H16O6	Fungus	Cladosporium	tenuissimum	10.1016/j.phytochem.2004.03.013
NPA000364	Ustilagic acid C	C24H44O11	Fungus	Ustilago	maydis	10.1016/j.tetlet.2013.04.131
NPA000365	10-epi-sclerotiamide	C26H29N3O5	Fungus	Aspergillus	westerdijkiae DFFSCS013	10.1021/np400132m
NPA000366	6-epi-Ophiobolin A	C25H36O4	Bacterium	Pseudomonas	aeruginosa	10.1021/np50115a009
NPA000367	6'-N-Methylbutirosin B	C22H43N5O12	Bacterium	Bacillus	circulans MCRL 5001	10.7164/antibiotics.31.247
NPA000368	1,4,6-trihydroxy-8-pentyl-9,10-anthraquinone	C19H18O5	Bacterium	Streptomyces	sp. WS-13394	10.1248/cpb.c13-00693
NPA000369	Creolophin D	C14H16O4	Fungus	Lactarius	deliciosus	10.1002/ejoc.200700555
NPA000370	Leptosphaerin C	C15H14O5	Fungus	Leptosphaeria	sp. XZC04-CS-304	10.1021/np1000335
NPA000371	Preussomerin EG2	C20H14O7	Fungus	Edenia	gomezpompae	10.1016/j.phytochem.2007.12.006
NPA000372	Palmarumycin C12	C20H14O6	Fungus	Coniothyrium	sp.	10.1002/jlac.199419941108
NPA000373	Neomaclafungin A	C44H76O11	Bacterium	Actinoalloteichus	sp. NPS702	10.1021/np300719g
NPA000374	Jamaicamide B	C27H37ClN2O4	Bacterium	Lyngbya	majuscula JHB	10.1016/j.chembiol.2004.03.030
NPA000375	Nigerapyrone H	C20H20O3	Fungus	Aspergillus	niger MA-132	10.1021/np200381u
NPA000376	Hesseltin F	C25H32O6	Fungus	Penicillium	sp. IBT12396	10.1016/j.tetlet.2010.11.140
NPA000377	(6Z)-9'-apo-rhodoxanthinone	C29H36O2	Bacterium	Escherichia	coli	10.1016/j.tetlet.2015.09.058
NPA000378	4,6-dichloro-3,7-dihydroxy-1,9-dimethyldibenzofuran	C14H10Cl2O3	Fungus	Unknown-fungus	sp.	10.1016/j.phytochem.2004.12.031
NPA000379	Kobifuranone A	C11H16O3	Fungus	Gelasinospora	kobi IFM4650	10.1248/cpb.46.211
NPA000380	Frigocyclinone	C27H29NO6	Bacterium	Streptomyces	griseus strain NTK 97	10.1038/ja.2005.43
NPA000381	Cyclo-(L-Phe-L-Leu1-L-Leu2-L-Leu3-L-Ile)	C33H53N5O5	Fungus	Unknown-fungus	nO. 2524	10.1080/102860201653237
NPA000382	Ralfuranone B	C17H14O3	Bacterium	Ralstonia	solanacearum	10.1016/j.chembiol.2011.01.010
NPA000383	Enokipodin F	C15H22O3	Fungus	Flammulina	velutipes	10.1016/j.foodchem.2011.11.117
NPA000384	Anserinone B	C11H14O4	Fungus	Podospora	anserina	10.1021/np970071k
NPA000385	3,4-dihydro-3,4,8-trihydroxy-1(2H)-naphthalenone	C10H10O4	Fungus	Pyricularia	oryzae cavara	10.1016/s0040-4039(01)84225-8
NPA000386	Mollisinol A	C19H34O4	Fungus	Mollisia	sp.	10.1007/s10600-016-1718-0
NPA000387	Shengjimycin C2	C48H80N2O16	Bacterium	Streptomyces	spiramyceticus F21	10.3209/saj.13_120
NPA000388	6-acetylmonodethiogliotoxin	C15H16N2O5S	Fungus	Dichotomomyces	cejpii	10.3390/md13084949
NPA000389	Orirubenone A	C16H18O6	Fungus	Tricholoma	orirubens	10.1016/j.tet.2003.10.129
NPA000390	JBIR-54	C14H21NO2	Fungus	Penicillium	daleae	10.1038/ja.2009.101
NPA000391	N-trans-cinnamoyl 2-amino-3a,4,5,6,7,8,9,10,11,12,13,13a-dodecahydrocyclododeca[d]oxazole	C22H30N2O2	Bacterium	Streptomyces	sp.	10.1080/14786419.2012.682997
NPA000392	Tenuecyclamide D	C20H22N6O5S3	Bacterium	Nostoc	spongiaeforme var. tenue TAU IL-184-6	10.1021/np980138j
NPA000393	Tetrangulol	C19H12O4	Bacterium	Streptomyces	rimosus	10.1021/jo01347a043
NPA000394	Marihysin A	C48H74N12O14	Bacterium	Bacillus	marinus B-9987	10.1002/hlca.201000094
NPA000395	Lolicine-B 11-O-propionate	C41H55NO7	Fungus	Neotyphodium	perenne	10.1021/jf9706787
NPA000396	Isopimara-8,15-diene	C20H32	Fungus	Phoma	betae	10.1016/s0040-4039(01)00165-4
NPA000397	Oxepinamide C	C18H23N3O5	Fungus	Acremonium	sp. CNC 890	"10.1002/(sici)1521-3765(20000417)6:8<1355::aid-chem1355>3.3.co;2-j"
NPA000398	Cytochalasin B	C29H37NO5	Fungus	Helminthosporium	dematioideum	10.1039/j39670001667
NPA000399	Cochlioquinol II	C31H48O8	Fungus	Bipolaris	cynodontis	10.1584/jpestics.23.281
NPA000400	6-deoxy-13-hydroxy-8,11-dionedihydrogranaticin B	C28H32O11	Bacterium	Streptomyces	sp. CPCC 200532	10.1021/np500138k
NPA000401	Liposidomycin X-(III)	C41H65N5O18	Bacterium	Streptomyces	sp. (SN-1061M)	10.7164/antibiotics.51.647
NPA000402	Not named	C11H11NO3	Fungus	Penicillium	paneum SD-44	10.3390/md11083068
NPA000403	(E)-pseudoxylallemycin F	C40H54N4O7	Fungus	Pseudoxylaria	sp. X802	10.1021/acs.orglett.6b01437
NPA000404	N-acetyl-3-amino-3,6-dideoxy-d-galactose	C8H15NO5	Bacterium	Xanthomonas	campestris	10.5281/zenodo.3541210
NPA000405	Astellolide E	C15H22O4	Fungus	Aspergillus	oryzae QXPC-4	10.1002/cbdv.201400119
NPA000406	Beta-Amyrin	C30H50O	Bacterium	Cyanobacterium	sp.	10.1016/0031-9422(95)00778-4
NPA000407	Apramide C	C52H82N8O8S	Bacterium	Lyngbya	majuscula	10.1021/np000078t
NPA000408	Allobeauvericin B	C47H61N3O9	Fungus	Penicillium	sp.	10.1016/s0040-4020(02)00294-6
NPA000409	Bezerramycin A	C14H11N3O4	Bacterium	Streptomyces	griseus strain (HKI 0545, DSM 41823)	10.1002/ejoc.200901206
NPA000410	Saponaroxin C	C19H24O9	Fungus	Alternaria	saponariae	10.1016/j.tetlet.2016.03.015
NPA000411	Sanguinone A	C15H14N4O3	Fungus	Mycena	sanguinolenta	10.1021/np070179s
NPA000412	Dynemicin A	C30H19NO9	Bacterium	Micromonospora	chersina sp M956-1	10.7164/antibiotics.42.1449
NPA000413	Kolokoside A	C36H58O10	Fungus	Xylaria	sp.	10.1021/np060546k
NPA000414	Rapamycin	C51H79NO13	Bacterium	Streptomyces	hygroscopicus NRRL 5491	10.7164/antibiotics.28.727
NPA000415	(6a)-21,21-O-dihydroophiobolin G	C25H36O2	Fungus	Aspergillus	ustus	10.1002/hlca.201000283
NPA000416	Pyrenocine J	C11H14O4	Fungus	Curvularia	affinis strain HS-FG-196	10.1016/j.fitote.2011.12.017
NPA000417	GGL.4	C39H74O10	Bacterium	Microbacterium	sp.	10.1021/np990313b
NPA000418	4-Hydroxybenzoyl 6-Deoxy-α-L-talopyranoside	C13H16O7	Bacterium	Streptomyces	strain G√∂M1	10.1002/ejoc.200600221
NPA000419	NW-G03	C35H47ClN10O7	Bacterium	Streptomyces	alboflavus	10.1038/ja.2011.88
NPA000420	(-)-applanatumol L	C17H20O7	Fungus	Ganoderma	applanatum	10.1016/j.tet.2016.06.019
NPA000421	Sterenin G	C21H22O6	Fungus	Stereum	hirsutum	10.1055/s-0034-1382828
NPA000422	3R*,4S*-1-hydroxy-3-isobutyl-4-[4-(3-methyl-2-butenyloxy)phenyl]pyrrolidine-2,5-dione	C19H25NO4	Fungus	Antrodia	camphorata	10.1021/np030293k
NPA000423	Myxovirescin A1	C35H61NO8	Bacterium	Myxococcus	virescens strain v48	10.1039/c39820001340
NPA000424	HS071	C12H18O4	Bacterium	Streptomyces	sp. HS-HY-071	10.1038/ja.2008.82
NPA000425	Not named	C49H76N10O13	Bacterium	Microcystis	sp.	10.1021/jo00117a017
NPA000426	Pimara-7,15-dien-3-beta-ol diterpene	C20H32O	Fungus	Unknown-fungus	sonchifolius (Asteraceae)	10.1002/jobm.200800093
NPA000427	(±)-hemi-oxanthromicin A	C18H16O6	Bacterium	Streptomyces	sp.	10.1039/c4ob00745j
NPA000428	Monaphilone C	C20H32O4	Fungus	Monascus	purpureus NTU 568 M	10.1021/jf100930j
NPA000429	7-Hydroxy-8-methoxytrypethelone	C17H18O5	Fungus	Astrothelium	sp.	10.1016/j.cclet.2010.03.024
NPA000430	(E)-lowdenic acid	C26H40O6	Fungus	Verticillium	sp. (MYC-406 = NRRL 29280)	10.1021/np0301285
NPA000431	Lactoquinomycin	C24H27NO8	Bacterium	Streptomyces	tanashiensis	10.7164/antibiotics.38.1333
NPA000432	Epothilone C4	C25H37NO5S	Bacterium	Sorangium	cellulosum	10.1021/np000629f
NPA000433	Decaspirone G	C20H16O5	Fungus	Helicoma	viridis	10.1021/np0603830
NPA000434	Pterulamide VI	C43H72N6O8	Fungus	Pterula	sp.	10.1021/np0600245
NPA000435	Pestalotiopyrone I	C13H16O7	Fungus	Pestalotiopsis	virgatula	10.1016/j.tetlet.2013.04.031
NPA000436	Sordarin-1-glucose ester	C33H50O13	Bacterium	Streptomyces	capreolus	10.7164/antibiotics.54.948
NPA000437	Yaequinolone D	C27H33NO7	Fungus	Penicillium	sp. FKI-2140	10.1038/ja.2006.86
NPA000438	Huperzine A	C15H18N2O	Fungus	Paecilomyces	tenuis YS-13	10.1080/14786419.2014.980245
NPA000439	Daldinone B	C20H12O6	Fungus	Daldinia	concentrica	10.1021/np020301h
NPA000440	12-methyl-cis-4-tetradecenoic acid	C15H28O2	Bacterium	Corynebacterium	sepedonicum	10.1007/bf02535657
NPA000441	Asteromine	C34H30O14	Fungus	Mycosphaerella	asteroma	10.1016/0031-9422(94)00620-9
NPA000442	Variecolorin I	C25H31N3O3	Fungus	Aspergillus	variecolor	10.1021/np070208z
NPA000443	17-hydroxy-N-(O-methyl)septoriamycin A	C23H31NO5	Fungus	Septoria	pistaciarum Caracc. (ATCC 22201)	10.1021/np200940b
NPA000444	Avenaciolid 4	C15H24O4	Fungus	Neosartorya	fischeri	10.1021/ja510375f
NPA000445	Kerriamycin A	C43H54O17	Bacterium	Streptomyces	violaceolatus	10.7164/antibiotics.38.960
NPA000446	Curtisian Q	C34H26O8	Fungus	Paxillus	curtsii KSU95111	10.1248/cpb.51.1064
NPA000447	Isoharziandione	C20H28O2	Fungus	Trichoderma	viride	10.1016/s0040-4020(97)00024-0
NPA000448	Paneolic acid	C15H20O4	Fungus	Panaeolus	retirugis	10.7164/antibiotics.57.721
NPA000449	Indoxamycin F	C22H30O4	Bacterium	Streptomyces	sp.	10.1021/jo900667j
NPA000450	(9R,10S)-7-Desoxy-z-rhodomycinone	C22H20O8	Bacterium	Streptomyces	sp. Eg23	10.1007/s11274-008-9787-2
NPA000451	1-(2,3-dihydro-1H-pyrrol-1-yl)-2-methyldecane-1,3-dione (4)	C15H25NO2	Fungus	Penicillium	citrinum	10.1021/np100470h
NPA000452	Buellin	C18H17Cl3O6	Fungus	Diploicia	canescens	10.1021/np9003728
NPA000453	4,4'-dimethoxyvulpinic acid	C21H18O7	Fungus	Scleroderma	citrinum	10.1055/s-2003-40639
NPA000454	Guineamide F	C40H55N5O7	Bacterium	Lyngbya	majuscula	10.1021/np020492o
NPA000455	Divercin V41	C55H79N13O15S2	Bacterium	Carnobacterium	divergens V41	10.1099/00221287-144-10-2837
NPA000456	Ct 6 A	C15H18N6O7	Bacterium	Escherichia	coli	10.1038/nchembio.1137
NPA000457	Tricycloalternarene D	C23H34O5	Fungus	Alternaria	alternata Ly83	10.1002/hlca.200890172
NPA000458	(-)-applanatumol G	C20H26O8	Fungus	Ganoderma	applanatum	10.1016/j.tet.2016.06.019
NPA000459	Haplofungin C	C34H62O9	Fungus	Lauriomyces	bellulus SANK 26899 I	10.1038/ja.2009.72
NPA000460	19-(2-acetamido-2-deoxy-α-D-glucopyranosyloxy)isopimara-7,15-dien-3β-ol	C28H45NO7	Fungus	Paraconiothyrium	sp. MY-42	10.1016/j.phytochem.2011.04.016
NPA000461	[Ile7]-surfactin	C53H93N7O13	Bacterium	Bacillus	sp. SNA-60-367	10.1248/cpb.42.604
NPA000462	CR377	C12H16O4	Fungus	Fusarium	fujikuroi	10.1021/np990568p
NPA000463	N-methylwelwitindolinone D isonitrile	C22H20N2O4	Bacterium	Fischerella	sp.	10.1021/np980485t
NPA000464	Cochleamycin B	C21H26O5	Bacterium	Streptomyces	sp. DT136	10.7164/antibiotics.49.241
